,id_no,Julian Day,Yield (tons/acre),Time Since Sown (Days),Time Since Last Harvest (Days),Total Radiation (MJ/m^2),Total Rainfall (mm),Avg Air Temp (C),Avg Min Temp (C),Avg Max Temp (C),Avg Soil Moisture (%)
765,765,283,4.64,630,50,4161.82,1323.896,22.14384224,16.135782997421924,27.16495534,0.116674048
766,766,311,2.27,311,0,4009.15,1323.896,22.2185697,18.056597051190842,29.12525571,0.1594904206325044
767,767,341,4.91,264,0,3698.96,816.178,20.84810092,18.119358903819442,27.94825534,0.17835206411659268
768,768,336,3.47,584,40,5320.75,786.701,22.17017519,15.911286172806603,29.26207143,0.16165371068048534
769,769,226,6.03,329,224,3400.1,1323.896,21.30198324,15.692692999999998,28.50076818,0.16055561327829496
770,770,226,5.7,646,243,3400.1,1323.896,22.71387193,15.692692999999998,29.26207143,0.116674048
771,771,341,4.06,518,390,4523.23,931.287,22.61919165,16.74887085229822,26.19026488,0.18044133305199572
772,772,226,2.27,264,21,5320.75,1233.91,23.32767857,16.64724391470107,28.24041823,0.1741528371192189
773,773,226,3.13,555,106,5320.75,1316.415,22.29352233,16.381716923939777,29.26207143,0.15687297666817923
774,774,226,4.96,655,0,4859.15,1205.08,20.58125727,16.578714382745346,29.26207143,0.19128837399999998
775,775,301,2.53,403,195,4872.33,682.24,20.58125727,16.167587924020584,27.94677757,0.116674048
776,776,330,4.4,624,190,3400.1,1323.896,22.51587128,16.19759849362559,27.09295254,0.19128837399999998
777,777,304,2.27,553,0,4023.52,627.421,21.8555774,15.907590767410408,28.50626092,0.1507358588183045
778,778,240,5.18,655,0,3630.67,1323.896,20.60750905,16.66133353983929,29.26207143,0.116674048
779,779,324,2.66,557,390,4436.41,1323.896,21.00441235,18.43894762,26.6886308,0.13343842562772068
780,780,226,3.62,528,344,3400.1,734.866,21.75332501,16.20351407078289,26.19026488,0.16089356616432365
781,781,282,2.53,264,38,3544.73,1323.896,22.81733111,18.43894762,27.2416639,0.116674048
782,782,338,2.97,264,256,3641.84,1077.825,20.59024666,16.27908526829765,29.26207143,0.15607131386002376
783,783,226,6.03,264,0,3760.02,744.905,21.79723456,16.080593581045378,28.13622657,0.167865245743025
784,784,341,6.03,655,266,3400.1,1323.896,22.06274121,18.43894762,29.26207143,0.15975468868982284
785,785,305,6.03,557,26,4537.84,1323.896,21.35743025,16.587232477101733,27.63521006,0.12411030110497542
786,786,226,3.25,655,41,4701.79,772.863,22.46969166,16.072461105668904,29.26207143,0.116674048
787,787,280,2.27,264,262,4299.8,801.977,21.50741176,16.716980856204252,27.59254192,0.12976099420390513
788,788,340,3.27,655,380,3990.6,1137.856,21.98461957,18.43894762,26.79883148,0.1788773322231451
789,789,341,6.03,620,146,5320.75,1323.896,23.32767857,15.756018007477854,27.94837199,0.17866830882124107
790,790,280,3.37,655,0,3400.1,783.835,23.32767857,16.942506821820523,28.44378221,0.12536830887345393
791,791,320,2.32,278,315,4694.83,1323.896,21.18296212,16.08687310891576,29.26207143,0.12901358576144129
792,792,317,5.65,655,61,4292.4,925.958,23.2605196,16.36623832481288,28.07088745,0.17941980114010608
793,793,337,4.36,264,0,4083.87,923.121,20.58125727,15.692692999999998,26.56353222,0.116674048
794,794,227,4.12,655,0,3400.1,1323.896,22.11070522,16.250113412464298,27.79152381,0.1585637565151204
795,795,311,3.53,264,0,3400.1,660.418,23.27492977,18.43894762,27.07076236,0.116674048
796,796,241,3.37,288,0,3866.08,1323.896,22.01383028,16.107464998077024,27.53222242,0.15873340990266652
797,797,299,2.52,542,390,3400.1,873.628,23.32767857,16.863035959110668,26.58865844,0.16062036652419598
798,798,304,3.12,264,144,4710.63,599.974,20.60868252,18.43894762,27.88682181,0.1194184763607233
799,799,328,4.24,642,0,4109.45,881.078,22.81512075,16.84272798712258,26.19026488,0.1357966292372189
800,800,334,2.77,582,19,4569.63,1323.896,22.01273224,18.43894762,27.24183193,0.1564908181370802
801,801,298,2.27,336,151,5168.35,749.576,21.226111,15.692692999999998,27.68435293,0.12912065870887487
802,802,339,2.3,265,390,3400.1,1323.896,20.58125727,15.692692999999998,28.60417772,0.19128837399999998
803,803,336,2.27,595,0,3727.16,1323.896,23.32767857,16.460133439501096,29.26207143,0.15328999679745176
804,804,325,4.28,607,0,3563.06,642.997,20.58125727,16.623821340087865,29.26207143,0.17635138737892067
805,805,341,2.27,264,55,3400.1,1323.896,23.32767857,18.43894762,27.99063161,0.13128158744836868
806,806,341,5.38,462,0,3983.83,903.448,22.87930564,16.798460915918504,26.19026488,0.17717643832886237
807,807,226,6.03,621,297,3415.48,1323.896,21.40288852,18.43894762,27.4318479,0.1738696022234029
808,808,267,3.25,655,362,3400.1,736.88,20.58125727,16.798979831822027,28.5330455,0.116674048
809,809,226,2.27,264,390,3400.1,1323.896,21.79240796,17.58256997010137,28.9352652,0.15505449356961115
810,810,314,5.08,578,49,3462.24,1323.896,23.32767857,18.083934341040173,27.30670585,0.116674048
811,811,328,6.03,655,68,3400.1,654.311,23.32767857,18.43894762,26.86567811,0.19128837399999998
812,812,330,2.27,570,390,4831.91,1323.896,23.32767857,15.947570652768784,29.26207143,0.15163822296128948
813,813,341,3.36,655,390,3400.1,816.125,23.21753596,16.26676730960909,26.19026488,0.116674048
814,814,315,3.76,525,229,3400.1,974.57,21.3942013,15.769085435636159,29.26207143,0.11687115513231142
815,815,341,2.97,655,11,3400.1,791.329,23.13224022,18.43894762,29.26207143,0.1790825521888545
816,816,236,3.22,264,0,4853.45,1323.896,22.44501826,16.363617446714237,27.87404052,0.116674048
817,817,269,5.23,469,224,4305.46,800.917,22.73138546,18.43894762,28.43976459,0.14932855532977074
818,818,331,5.63,655,0,4647.16,1323.896,21.32250949,18.43894762,29.26207143,0.12202616611822287
819,819,306,2.39,638,390,4332.19,1323.734,22.95837444,16.420292211757463,28.18436215,0.116674048
820,820,341,2.85,602,8,3400.1,923.43,21.4605909,16.5338324867349,28.19532712,0.1722254979937137
821,821,226,2.27,527,321,4101.6,1295.503,20.621734,16.259166378265746,28.70506329,0.19128837399999998
822,822,330,5.29,264,321,3693.47,1323.896,23.02274885,16.66551870243697,26.96472725,0.116674048
823,823,341,2.27,561,158,3792.92,805.417,22.51490856,18.098340835790427,29.26207143,0.16617947878705616
824,824,341,3.37,590,374,3400.1,1323.896,23.32767857,16.46683556873095,27.60592104,0.15987594346121176
825,825,325,3.78,655,0,3437.16,1323.896,23.32767857,16.16368603241907,29.26207143,0.116674048
826,826,332,5.26,653,66,3400.1,747.635,21.45294283,15.692692999999998,26.57156444,0.1673698273888864
827,827,226,6.03,289,0,3575.4,1323.896,23.32767857,16.683904938427798,29.26207143,0.19128837399999998
828,828,228,6.03,631,320,3400.1,681.657,21.67169466,16.923603595662836,27.99820184,0.16372761195376467
829,829,226,2.27,392,0,3400.1,939.331,23.32767857,15.692692999999998,28.34662143,0.1610697468144455
830,830,329,2.27,264,390,3400.1,1244.6,22.06628926,18.43894762,29.01719611,0.116674048
831,831,300,2.69,264,0,4314.17,867.866,20.58125727,18.43894762,29.26207143,0.17621586789813654
832,832,341,4.46,264,166,3400.1,1323.896,21.13774154,16.2641527656199,28.89860261,0.116674048
833,833,226,3.33,655,0,5115.15,1262.107,20.58125727,15.944630708939945,28.06127534,0.116674048
834,834,277,3.92,655,154,3664.39,1323.896,20.58125727,18.43894762,27.40420918,0.14065715244734192
835,835,341,3.42,655,218,3741.81,648.54,21.19779695,16.25102660663661,27.20997255,0.16429088816148452
836,836,330,3.07,596,390,3623.48,1323.896,21.9268797,16.45538109348229,29.24004369,0.17670865287968926
837,837,226,5.97,454,0,3515.7,762.13,20.60469152,15.79872759459342,27.82421716,0.12856448465150228
838,838,317,4.61,520,102,3400.1,982.734,21.8994797,15.692692999999998,29.26207143,0.116674048
839,839,226,4.73,655,153,4479.87,943.385,22.26440946,18.19170909002773,28.94189368,0.116674048
840,840,252,3.4,655,276,4402.52,803.784,23.32767857,16.695962336121685,27.95176471,0.15829188158541266
841,841,310,2.97,568,0,3400.1,774.599,22.99160329,16.496147101206034,27.25553856,0.1756827149926144
842,842,310,3.85,393,94,4529.75,1323.896,21.77124784,18.43894762,28.6181825,0.14821033341708198
843,843,321,2.27,655,200,3400.1,697.956,21.12416948,15.954240480044895,26.89297452,0.19128837399999998
844,844,226,2.27,611,0,3400.1,1323.896,23.32767857,16.611286698731,28.79383313,0.15894902257176396
845,845,289,2.27,264,386,3695.32,1323.896,22.29094627,16.944320142503486,28.19959785,0.15976072866905025
846,846,279,4.73,393,248,4839.08,615.132,21.74937436,16.755722674975523,26.19026488,0.19128837399999998
847,847,339,5.38,655,0,3536.26,1323.896,23.32767857,16.860203409506262,29.26207143,0.116674048
848,848,325,3.57,264,240,5320.75,671.641,23.32767857,16.504038984412183,27.77735108,0.116674048
849,849,226,2.27,655,140,3994.3,1323.896,21.09285021,16.3675369776079,27.16545886,0.116674048
850,850,341,2.75,618,191,3400.1,1323.896,23.32767857,16.40843215305732,26.96169673,0.18317174906498787
851,851,325,3.43,612,318,3919.47,1323.896,21.38874831,16.198822941125695,29.26207143,0.15867786835455341
852,852,341,2.52,264,185,3709.59,1323.896,22.25254228,16.287345989345894,28.3946602,0.11972359485548337
853,853,288,2.27,264,325,4689.3,1323.896,22.53453237,17.93973572212349,27.87173447,0.116674048
854,854,303,3.76,521,298,3400.1,1002.831,22.70311282,15.692692999999998,27.85891499,0.116674048
855,855,240,2.27,264,0,3400.1,1323.896,23.32767857,18.43894762,29.18971098,0.19128837399999998
856,856,341,4.13,264,203,3400.1,1323.896,21.10764598,16.55042087796295,27.79594489,0.19128837399999998
857,857,322,5.59,580,0,3400.1,1323.896,22.51121966,18.077762485382735,27.32629391,0.116674048
858,858,341,5.89,631,103,3814.41,1323.896,22.60549441,16.84621129122842,28.41994369,0.116674048
859,859,309,4.27,275,0,3541.09,1323.896,20.58125727,18.43894762,29.26207143,0.15866150788908084
860,860,328,2.27,655,202,5320.75,1323.896,23.32767857,17.82877138234464,29.17231322,0.116674048
861,861,226,4.93,620,124,4647.26,862.671,20.89455453,16.453912862946854,28.09145231,0.13131876654038707
862,862,226,6.03,608,361,3400.1,1290.131,22.93844626,17.821056077075912,29.26207143,0.12483769902525968
863,863,284,4.96,264,99,3400.1,1323.896,22.08805958,15.692692999999998,27.58841399,0.116674048
864,864,341,4.23,528,122,3860.81,861.218,23.32767857,15.943678257320283,26.19026488,0.1819592170346195
865,865,335,6.03,285,196,3400.1,1323.896,23.32767857,18.43894762,29.26207143,0.13032837864329305
866,866,296,2.69,655,39,3529.25,797.301,20.58125727,15.692692999999998,29.26207143,0.19128837399999998
867,867,259,2.75,279,341,4311.09,1323.896,22.41290717,15.847772343505905,29.26207143,0.14747296461995965
868,868,341,2.27,548,390,3400.1,1323.896,23.04956208,18.43894762,26.19026488,0.12289710279602437
869,869,312,3.3,655,0,3661.08,1323.896,21.28578704,18.43894762,29.26207143,0.16553394360620105
870,870,300,3.6,264,390,3400.1,1103.704,23.32767857,16.50570888040732,28.73436279,0.19128837399999998
871,871,328,6.03,264,0,4269.22,1323.896,23.09247359,15.692692999999998,29.26207143,0.1481629239569432
872,872,341,6.03,311,173,4363.85,838.845,20.77146567,18.43894762,28.25735943,0.1570691271819883
873,873,339,3.4,264,260,3400.1,1323.896,22.83131345,16.134740314809534,28.09809765,0.1758459592910914
874,874,310,5.7,655,390,5235.99,818.392,22.41442501,18.43894762,26.28375636,0.16209130571658048
875,875,311,4.87,382,0,3400.1,1236.951,21.50627617,16.39073930160507,27.96181841,0.12861309666172543
876,876,226,3.75,533,361,3979.01,877.272,23.32767857,15.825376806655639,29.26207143,0.19128837399999998
877,877,312,6.03,318,188,3400.1,912.904,22.29444541,15.692692999999998,28.14624662,0.1433725113885514
878,878,341,4.66,264,72,3400.1,824.356,22.15418656,18.43894762,28.98305874,0.19128837399999998
879,879,290,2.86,655,288,3620.1,1323.896,22.14734269,16.131979525052728,27.70035586,0.15775310960259717
880,880,308,2.27,264,146,5027.52,1323.896,22.65062315,18.43894762,26.19026488,0.116674048
881,881,226,5.31,264,310,3889.38,1323.896,21.91345931,16.120072642049795,29.26207143,0.12010592660556668
882,882,294,2.27,293,205,3652.1,1152.407,20.58125727,15.740893446984533,29.26207143,0.116674048
883,883,261,4.19,611,251,4105.35,1323.896,20.58125727,17.94638382743022,29.26207143,0.116674048
884,884,304,2.27,655,35,4170.94,826.638,22.26190267,16.390356168161777,29.26207143,0.17235291237676886
885,885,284,3.31,264,75,5145.75,1323.896,21.45153452,16.59060510976024,29.26207143,0.19128837399999998
886,886,290,2.85,264,198,3400.1,739.201,21.05584589,16.49620430863761,28.79369839,0.1628164329425449
887,887,226,2.27,616,63,3400.1,1323.896,23.13845086,16.165711504229147,28.17080397,0.16681520264899719
888,888,292,6.03,576,0,4674.6,1323.896,23.32767857,16.075392595666532,29.26207143,0.19128837399999998
889,889,298,2.27,264,0,4020.23,1323.896,23.11929823,15.813509787450727,29.13753512,0.15717101692966073
890,890,341,4.05,365,0,3400.1,1323.896,23.32767857,15.692692999999998,28.59970558,0.116674048
891,891,341,2.93,375,0,3545.53,1137.706,22.67778349,18.43894762,28.28576024,0.1467137549505567
892,892,335,6.03,655,390,3697.22,669.305,22.96850333,18.43894762,29.26207143,0.1737839833294558
893,893,235,2.27,264,0,4851.11,1323.896,21.58823602,16.219381876882082,28.90209336,0.17870590769193181
894,894,265,4.39,264,243,3400.1,853.077,23.32767857,18.43894762,29.26207143,0.18525527126653177
895,895,328,6.03,614,91,3400.1,1020.267,22.07687545,18.43894762,27.29210023,0.16672703964648306
896,896,335,2.55,655,0,3400.1,1323.896,22.15904342,16.21999720755291,26.55161184,0.1909861873829722
897,897,226,4.64,264,0,4745.51,835.456,23.32767857,15.696682265013328,28.66593609,0.116674048
898,898,327,3.11,284,220,3400.1,1323.896,20.69668504,17.457267933113986,28.78919491,0.116674048
899,899,330,3.68,288,329,3776.78,1323.896,21.03362957,15.72700188303461,28.56002472,0.116674048
900,900,333,2.27,580,145,3400.1,639.058,21.67083485,16.415265895460173,29.26207143,0.15294460919303102
901,901,314,5.2,655,0,3651.64,1323.896,23.32767857,16.674832088333385,29.26207143,0.18320749290341107
902,902,303,2.27,300,390,4091.38,625.752,23.32767857,16.400032602762018,28.91662462,0.17803725427174388
903,903,326,2.68,264,390,3601.43,1323.896,23.32767857,16.27082166081978,27.40070815,0.17889820735425035
904,904,341,5.8,343,0,3400.1,841.373,21.61224696,18.43894762,27.90552095,0.11980005790146926
905,905,226,3.08,525,296,3400.1,1323.896,23.23732686,15.726585595739941,29.26207143,0.116674048
906,906,332,6.03,602,98,4015.13,889.98,22.73824684,16.100430147699043,28.00977793,0.116674048
907,907,311,2.27,301,69,4829.72,1094.358,23.32767857,18.43894762,29.26207143,0.116674048
908,908,341,6.03,264,27,3400.1,929.983,23.32767857,16.5593184576363,27.97868345,0.12677333046239062
909,909,336,3.95,438,0,3400.1,1323.896,22.05083231,16.490851304631896,29.26207143,0.18560865783136535
910,910,311,2.27,630,286,3870.59,1256.461,23.32767857,16.378223863023067,26.19026488,0.1496823813979237
911,911,288,5.46,655,371,4477.51,1323.896,21.1042612,18.43894762,27.51207951,0.1565159701278727
912,912,305,5.5,599,169,4345.15,966.93,20.72507913,18.43894762,28.62585455,0.116674048
913,913,226,3.51,582,385,3828.11,1323.896,20.87442328,15.692692999999998,29.26207143,0.116674048
914,914,226,4.32,407,53,3400.1,1323.896,23.32767857,18.43894762,26.67810621,0.19035281112527622
915,915,304,2.27,487,130,5320.75,644.58,23.32767857,16.891639354184647,27.12478061,0.16164476009534576
916,916,340,2.27,553,55,3400.1,1323.896,22.63355238,18.397790526316072,28.26330508,0.15402709893875402
917,917,304,2.27,408,56,5320.75,750.103,20.58125727,17.91232035887341,29.26207143,0.1327532851676166
918,918,273,2.27,270,226,4625.87,1323.896,21.84127118,18.008432257931805,26.19026488,0.116674048
919,919,311,2.27,576,204,3400.1,1098.313,21.46551129,16.508795395729344,26.26225475,0.116674048
920,920,226,3.31,489,144,3483.23,1323.896,23.32767857,18.43894762,29.26207143,0.1538161169203976
921,921,337,2.83,655,0,3400.1,1323.896,21.16712441,18.43894762,28.598149,0.1688615622005723
922,922,226,2.65,582,53,3400.1,1323.896,20.85027992,16.15036133117587,26.94806305,0.16902734473283043
923,923,319,3.6,364,390,3517.75,1323.896,21.61055449,15.692692999999998,29.26207143,0.116674048
924,924,324,4.06,540,0,3400.1,1214.329,20.58125727,18.069645708745117,28.49062113,0.1668238453632347
925,925,233,5.35,264,0,5287.09,1323.896,20.58125727,15.79425251619805,27.89851493,0.15085583264723892
926,926,329,2.27,318,390,5320.75,1323.896,21.35161558,15.692692999999998,29.26207143,0.116674048
927,927,302,6.03,655,332,3400.1,1323.896,21.81066905,17.30131685794615,27.4594762,0.1784873983129899
928,928,302,2.27,559,1,3400.1,767.338,23.1289107,16.205537117190303,27.15398689,0.1513818846989264
929,929,300,3.81,655,390,3400.1,1323.896,22.61974314,16.469095442680086,26.19026488,0.1271789478551448
930,930,315,4.28,284,189,3400.1,691.167,22.07118353,15.692692999999998,29.26207143,0.14289316401041297
931,931,294,5.93,571,51,3400.1,1323.896,21.61319931,16.479048814167037,26.55895967,0.17196767987556547
932,932,327,5.0,631,253,4096.84,1323.896,21.7898938,18.43894762,26.66879654,0.17187315857745272
933,933,274,2.84,474,332,3400.1,623.251,20.94649229,18.43894762,28.41853633,0.17110784506457535
934,934,331,5.44,655,0,4470.54,1323.896,20.5971976,17.56923840837013,29.26207143,0.15980545369397686
935,935,226,3.79,509,0,3400.1,1323.896,21.70049998,16.264551974872628,28.37013126,0.14582328694057184
936,936,325,2.61,628,390,4959.06,1323.896,22.93315409,16.51234458166652,27.48381884,0.17717848156338123
937,937,329,2.27,525,113,5320.75,1323.896,21.55540433,18.43894762,26.89807112,0.15021980532740437
938,938,341,6.01,594,170,4509.75,1323.896,22.42076709,16.732550417953608,26.19026488,0.116674048
939,939,316,3.81,623,390,4719.67,1323.896,21.16861006,15.92217944295105,27.3230308,0.16062149281983934
940,940,320,3.39,586,0,3400.1,1323.896,22.25519552,16.162252839932123,29.26207143,0.116674048
941,941,300,5.12,655,0,4928.57,1323.896,23.32767857,15.808877298417594,26.87069912,0.116674048
942,942,226,2.27,264,244,4122.48,751.436,23.32767857,16.140632800529843,28.36903124,0.116674048
943,943,254,5.51,264,251,4997.34,1323.896,21.43302001,18.43894762,28.30445115,0.116674048
944,944,341,2.27,655,160,3558.61,979.513,23.32767857,18.061441411425267,27.68253249,0.116674048
945,945,252,3.69,623,242,3822.41,720.727,21.6783439,18.43894762,26.91022949,0.19128837399999998
946,946,341,2.27,646,390,3559.92,947.316,23.32767857,15.88970751597609,26.61982768,0.11777913291025836
947,947,250,2.56,264,390,3400.1,1323.896,21.05966565,16.635989485061074,28.69634107,0.19128837399999998
948,948,295,6.03,264,99,3613.43,1323.896,23.32767857,15.692692999999998,27.93247241,0.1444418030705409
949,949,226,2.84,655,390,5320.75,1323.896,21.60147773,16.22942091920385,28.04732855,0.116674048
